Date,Price,Open,High,Low,Vol.
11-Jun-22,"28,403.40","29,083.30","29,426.60","28,161.80",82.92K
10-Jun-22,"29,083.30","30,097.40","30,325.60","28,884.90",104.26K
9-Jun-22,"30,097.80","30,202.10","30,691.40","29,953.80",61.72K
8-Jun-22,"30,201.60","31,127.20","31,312.10","29,874.80",87.96K
7-Jun-22,"31,128.80","31,370.30","31,556.60","29,235.00",140.32K
6-Jun-22,"31,367.60","29,911.20","31,753.40","29,888.60",94.01K
5-Jun-22,"29,913.00","29,865.10","30,166.90","29,539.00",30.33K
4-Jun-22,"29,864.30","29,700.90","29,963.80","29,489.50",33.51K
3-Jun-22,"29,700.90","30,455.70","30,674.80","29,330.80",72.13K
2-Jun-22,"30,455.50","29,798.60","30,638.50","29,604.40",81.40K
1-Jun-22,"29,798.50","31,793.10","31,969.90","29,396.60",135.09K
31-May-22,"31,793.40","31,730.20","32,377.50","31,221.20",86.60K
30-May-22,"31,723.30","29,465.20","32,185.60","29,307.20",129.56K
29-May-22,"29,465.20","29,027.10","29,556.50","28,838.70",36.87K
28-May-22,"29,027.10","28,620.10","29,194.40","28,537.20",43.87K
27-May-22,"28,601.20","29,194.00","29,377.10","28,282.20",116.41K
26-May-22,"29,203.50","29,537.90","29,868.90","28,077.90",126.71K
25-May-22,"29,540.60","29,648.70","30,202.30","29,353.50",78.85K
24-May-22,"29,648.70","29,091.60","29,810.80","28,706.10",79.42K
23-May-22,"29,093.30","30,287.30","30,644.80","28,913.60",92.10K
22-May-22,"30,286.60","29,433.00","30,462.00","29,260.10",50.60K
21-May-22,"29,434.60","29,188.70","29,623.20","28,953.90",32.27K
20-May-22,"29,178.60","30,305.90","30,735.10","28,738.50",98.78K
19-May-22,"30,305.90","28,700.40","30,525.10","28,682.10",101.38K
18-May-22,"28,683.70","30,437.50","30,687.90","28,648.10",92.03K
17-May-22,"30,437.50","29,856.70","30,720.10","29,484.50",79.63K
16-May-22,"29,849.00","31,308.30","31,312.40","29,135.80",100.25K
15-May-22,"31,308.70","30,078.60","31,383.80","29,499.40",65.44K
14-May-22,"30,080.40","29,285.20","30,277.40","28,666.70",70.46K
13-May-22,"29,284.40","28,994.30","31,002.70","28,755.00",141.23K
12-May-22,"28,976.00","29,073.40","30,136.70","26,500.50",309.48K
11-May-22,"29,068.20","31,008.00","32,113.60","27,835.50",296.90K
10-May-22,"31,007.50","30,098.20","32,621.20","29,831.00",235.61K
9-May-22,"30,095.00","34,041.00","34,227.00","30,095.00",268.09K
8-May-22,"34,060.00","35,468.00","35,497.00","33,727.00",671.05M
7-May-22,"35,468.00","36,003.00","36,119.00","34,773.00",288.86M
6-May-22,"36,009.00","36,540.00","36,646.00","35,267.00",752.84M
5-May-22,"36,544.00","39,686.00","39,833.00","36,183.00",1.04B
4-May-22,"39,688.00","37,717.00","40,021.00","37,660.00",691.49M
3-May-22,"37,718.00","38,515.00","38,647.00","37,513.00",367.21M
2-May-22,"38,514.00","38,472.00","39,134.00","38,061.00",580.79M
1-May-22,"38,461.00","37,642.00","38,676.00","37,397.00",276.99M
30-Apr-22,"37,650.00","38,590.00","38,776.00","37,596.00",248.22M
29-Apr-22,"38,581.00","39,748.00","39,919.00","38,175.00",382.90M
28-Apr-22,"39,748.00","39,243.00","40,382.00","38,888.00",542.39M
27-Apr-22,"39,243.00","38,113.00","39,447.00","37,869.00",426.83M
26-Apr-22,"38,113.00","40,443.00","40,770.00","37,708.00",681.47M
25-Apr-22,"40,427.00","39,464.00","40,599.00","38,233.00",654.60M
24-Apr-22,"39,464.00","39,434.00","39,929.00","39,033.00",283.63M
23-Apr-22,"39,418.00","39,709.00","39,973.00","39,291.00",190.60M
22-Apr-22,"39,709.00","40,487.00","40,792.00","39,200.00",421.30M
21-Apr-22,"40,482.00","41,370.00","42,969.00","39,793.00",493.05M
20-Apr-22,"41,368.00","41,499.00","42,203.00","40,915.00",382.84M
19-Apr-22,"41,503.00","40,809.00","41,746.00","40,585.00",268.28M
18-Apr-22,"40,803.00","39,700.00","41,095.00","38,577.00",484.26M
17-Apr-22,"39,703.00","40,382.00","40,599.00","39,561.00",210.01M
16-Apr-22,"40,382.00","40,571.00","40,691.00","40,003.00",151.31M
15-Apr-22,"40,560.00","39,936.00","40,850.00","39,781.00",233.09M
14-Apr-22,"39,936.00","41,133.00","41,494.00","39,585.00",294.29M
13-Apr-22,"41,133.00","40,072.00","41,515.00","39,581.00",406.70M
12-Apr-22,"40,078.00","39,507.00","40,678.00","39,265.00",468.27M
11-Apr-22,"39,497.00","42,144.00","42,418.00","39,202.00",608.38M
10-Apr-22,"42,138.00","42,760.00","43,421.00","41,884.00",255.83M
9-Apr-22,"42,767.00","42,275.00","42,809.00","42,129.00",165.16M
8-Apr-22,"42,275.00","43,450.00","43,979.00","42,113.00",467.83M
7-Apr-22,"43,448.00","43,166.00","43,893.00","42,747.00",390.85M
6-Apr-22,"43,173.00","45,494.00","45,519.00","43,122.00",649.52M
5-Apr-22,"45,506.00","46,614.00","47,201.00","45,388.00",421.11M
4-Apr-22,"46,629.00","46,407.00","46,899.00","45,152.00",446.12M
3-Apr-22,"46,407.00","45,813.00","47,435.00","45,554.00",398.86M
2-Apr-22,"45,811.00","46,299.00","47,212.00","45,641.00",345.93M
1-Apr-22,"46,297.00","45,529.00","46,728.00","44,261.00",632.93M
31-Mar-22,"45,525.00","47,071.00","47,624.00","45,228.00",520.00M
30-Mar-22,"47,075.00","47,449.00","47,714.00","46,601.00",467.76M
29-Mar-22,"47,449.00","47,126.00","48,127.00","47,029.00",478.82M
28-Mar-22,"47,105.00","46,859.00","48,199.00","46,672.00",610.27M
27-Mar-22,"46,859.00","44,542.00","46,947.00","44,445.00",388.79M
26-Mar-22,"44,548.00","44,331.00","44,818.00","44,090.00",196.30M
25-Mar-22,"44,331.00","44,013.00","45,112.00","43,622.00",494.09M
24-Mar-22,"44,013.00","42,911.00","44,251.00","42,658.00",491.66M
23-Mar-22,"42,912.00","42,373.00","43,027.00","41,795.00",433.96M
22-Mar-22,"42,373.00","41,022.00","43,327.90","40,893.00",537.06M
21-Mar-22,"41,022.00","41,282.00","41,532.00","40,530.00",406.62M
20-Mar-22,"41,276.00","42,241.00","42,301.00","40,922.00",308.45M
19-Mar-22,"42,233.00","41,768.00","42,386.00","41,529.60",224.59M
18-Mar-22,"41,767.80","40,914.60","42,308.40","40,234.80",2.31B
17-Mar-22,"40,914.80","41,118.70","41,406.00","40,557.80",1.90B
16-Mar-22,"41,118.70","39,282.50","41,701.60","38,953.20",4.47B
15-Mar-22,"39,285.70","39,673.00","39,854.70","38,220.90",2.25B
14-Mar-22,"39,671.10","37,789.50","39,914.30","37,613.60",2.33B
13-Mar-22,"37,792.40","38,813.20","39,272.30","37,603.40",1.55B
12-Mar-22,"38,814.30","38,730.20","39,355.30","38,666.50",1.11B
11-Mar-22,"38,730.20","39,422.50","40,177.00","38,236.40",2.79B
10-Mar-22,"39,416.30","41,933.90","42,029.10","38,603.50",3.62B
9-Mar-22,"41,929.00","38,731.50","42,538.50","38,663.30",3.60B
8-Mar-22,"38,744.80","38,020.60","39,351.50","37,886.60",2.67B
7-Mar-22,"38,024.80","38,420.60","39,532.00","37,182.10",3.02B
6-Mar-22,"38,403.10","39,396.30","39,668.10","38,115.00",1.93B
5-Mar-22,"39,395.80","39,142.80","39,600.20","38,626.10",1.50B
4-Mar-22,"39,142.70","42,463.00","42,848.70","38,594.90",3.21B
3-Mar-22,"42,463.00","43,912.80","44,077.20","41,840.80",74.11K
2-Mar-22,"43,912.80","44,420.30","45,294.20","43,361.30",80.82K
1-Mar-22,"44,420.30","43,187.20","44,900.50","42,876.60",90.67K
28-Feb-22,"43,188.20","37,707.20","43,977.80","37,458.90",108.07K
27-Feb-22,"37,689.10","39,116.60","39,838.50","37,062.30",66.14K
26-Feb-22,"39,115.50","39,221.60","40,094.50","38,639.10",41.55K
25-Feb-22,"39,209.60","38,339.20","39,683.70","38,042.60",83.78K
24-Feb-22,"38,339.20","37,250.20","39,351.60","34,357.40",180.47K
23-Feb-22,"37,224.60","38,248.20","39,194.50","37,099.50",64.84K
22-Feb-22,"38,248.20","37,018.30","38,414.90","36,399.60",82.75K
21-Feb-22,"37,017.70","38,355.00","39,444.10","36,868.90",91.82K
20-Feb-22,"38,355.00","40,089.60","40,120.30","38,042.20",47.92K
19-Feb-22,"40,090.30","40,000.10","40,434.30","39,666.60",25.78K
18-Feb-22,"40,000.10","40,532.50","40,935.50","39,505.00",64.96K
17-Feb-22,"40,552.80","43,885.50","44,167.10","40,103.80",72.63K
16-Feb-22,"43,883.60","44,540.90","44,552.90","43,377.60",41.40K
15-Feb-22,"44,544.40","42,550.30","44,722.60","42,460.10",56.34K
14-Feb-22,"42,550.30","42,061.10","42,799.70","41,591.30",53.60K
13-Feb-22,"42,061.10","42,205.50","42,725.10","41,880.10",25.88K
12-Feb-22,"42,205.20","42,388.40","43,006.40","41,776.80",37.88K
11-Feb-22,"42,388.40","43,519.30","43,915.10","42,023.40",69.95K
10-Feb-22,"43,521.00","44,388.90","45,755.20","43,242.50",89.69K
9-Feb-22,"44,388.90","44,038.20","44,800.40","43,163.00",50.92K
8-Feb-22,"44,038.20","43,833.90","45,399.80","42,705.00",92.88K
7-Feb-22,"43,833.90","42,385.20","44,468.30","41,695.40",76.60K
6-Feb-22,"42,392.20","41,411.90","42,614.80","41,176.30",31.20K
5-Feb-22,"41,412.10","41,566.50","41,899.80","40,963.30",46.32K
4-Feb-22,"41,567.60","37,287.80","41,689.00","37,041.10",95.49K
3-Feb-22,"37,287.80","36,890.20","37,304.30","36,297.30",50.35K
2-Feb-22,"36,890.20","38,711.20","38,853.80","36,682.30",53.74K
1-Feb-22,"38,709.70","38,475.60","39,230.00","38,037.90",55.20K
31-Jan-22,"38,498.60","37,923.80","38,701.40","36,672.80",61.27K
30-Jan-22,"37,917.70","38,167.50","38,313.30","37,390.60",34.10K
29-Jan-22,"38,170.80","37,736.50","38,663.70","37,350.20",42.77K
28-Jan-22,"37,745.10","37,195.60","37,995.90","36,176.50",69.45K
27-Jan-22,"37,164.30","36,800.10","37,215.40","35,543.20",83.52K
26-Jan-22,"36,800.40","36,962.30","38,862.60","36,280.00",107.87K
25-Jan-22,"36,950.60","36,691.30","37,501.80","35,729.30",79.68K
24-Jan-22,"36,686.30","36,268.60","37,424.00","32,985.60",153.77K
23-Jan-22,"36,269.50","35,072.90","36,513.00","34,655.20",70.43K
22-Jan-22,"35,075.20","36,467.70","36,749.80","34,116.00",138.09K
21-Jan-22,"36,475.50","40,698.10","41,104.60","35,503.90",155.80K
20-Jan-22,"40,715.90","41,683.60","43,487.10","40,568.30",65.28K
19-Jan-22,"41,677.80","42,365.30","42,558.00","41,160.90",53.77K
18-Jan-22,"42,364.60","42,209.90","42,674.20","41,300.70",47.32K
17-Jan-22,"42,209.30","43,080.50","43,179.60","41,559.40",41.44K
16-Jan-22,"43,079.10","43,079.20","43,462.00","42,643.30",28.66K
15-Jan-22,"43,097.00","43,073.60","43,777.90","42,586.10",31.44K
14-Jan-22,"43,073.30","42,562.20","43,435.10","41,848.70",50.50K
13-Jan-22,"42,560.00","43,900.00","44,404.70","42,337.50",53.42K
12-Jan-22,"43,901.00","42,735.00","44,243.60","42,476.70",53.95K
11-Jan-22,"42,733.20","41,829.10","43,090.20","41,287.60",61.78K
10-Jan-22,"41,832.20","41,848.90","42,243.80","39,697.00",85.50K
9-Jan-22,"41,848.30","41,681.20","42,764.40","41,260.90",37.51K
8-Jan-22,"41,672.00","41,551.30","42,304.40","40,574.30",52.54K
7-Jan-22,"41,546.70","43,097.90","43,127.70","40,810.00",88.36K
6-Jan-22,"43,097.50","43,431.60","43,772.30","42,481.10",63.08K
5-Jan-22,"43,425.90","45,833.10","47,019.40","42,535.10",83.74K
4-Jan-22,"45,837.30","46,435.70","47,505.40","45,602.10",55.59K
3-Jan-22,"46,430.20","47,293.90","47,556.00","45,704.00",41.06K
2-Jan-22,"47,311.80","47,738.70","47,944.90","46,718.20",27.02K
1-Jan-22,"47,738.00","46,217.50","47,917.60","46,217.50",31.24K
31-Dec-21,"46,219.50","47,123.30","48,553.90","45,693.60",58.18K
30-Dec-21,"47,123.30","46,470.70","47,901.40","46,003.00",60.96K
29-Dec-21,"46,461.70","47,548.40","48,121.70","46,127.80",63.92K
28-Dec-21,"47,545.20","50,703.40","50,703.80","47,345.70",74.39K
27-Dec-21,"50,678.20","50,783.60","52,016.30","50,459.00",43.90K
26-Dec-21,"50,779.90","50,404.00","51,247.00","49,527.00",32.34K
25-Dec-21,"50,406.40","50,789.60","51,140.20","50,196.80",26.67K
24-Dec-21,"50,786.10","50,807.40","51,795.30","50,428.40",45.97K
23-Dec-21,"50,801.00","48,599.60","51,355.60","48,053.40",56.24K
22-Dec-21,"48,599.70","48,898.70","49,540.30","48,449.70",40.89K
21-Dec-21,"48,902.00","46,900.10","49,306.10","46,654.00",57.88K
20-Dec-21,"46,895.20","46,703.40","47,488.90","45,577.30",57.53K
19-Dec-21,"46,704.50","46,855.70","48,270.20","46,438.40",44.05K
18-Dec-21,"46,856.20","46,171.80","47,330.20","45,513.40",36.93K
17-Dec-21,"46,172.20","47,630.40","47,997.20","45,523.80",67.50K
16-Dec-21,"47,628.20","48,876.60","49,387.80","47,543.90",48.20K
15-Dec-21,"48,871.50","48,366.20","49,477.90","46,572.60",80.28K
14-Dec-21,"48,366.50","46,709.80","48,635.00","46,338.30",62.54K
13-Dec-21,"46,703.60","50,075.90","50,196.10","45,848.20",80.37K
12-Dec-21,"50,081.00","49,332.50","50,779.20","48,670.50",40.30K
11-Dec-21,"49,314.50","47,138.40","49,487.00","46,834.00",45.23K
10-Dec-21,"47,137.20","47,591.70","49,974.80","47,007.10",68.06K
9-Dec-21,"47,596.60","50,477.60","50,790.20","47,341.90",58.69K
8-Dec-21,"50,473.90","50,596.60","51,204.70","48,700.70",55.59K
7-Dec-21,"50,595.20","50,547.40","51,918.60","50,070.90",56.29K
6-Dec-21,"50,562.10","49,412.10","50,913.30","47,237.90",89.68K
5-Dec-21,"49,405.50","49,196.40","49,689.30","47,797.80",72.03K
4-Dec-21,"49,195.20","53,620.70","53,847.20","42,587.80",168.00K
3-Dec-21,"53,631.50","56,495.20","57,543.60","52,008.90",89.20K
2-Dec-21,"56,496.00","57,207.80","57,377.50","55,807.90",54.94K
1-Dec-21,"57,210.30","56,891.70","59,064.30","56,496.50",66.75K
30-Nov-21,"56,882.90","57,795.20","59,174.40","55,936.90",73.66K
29-Nov-21,"57,794.80","57,288.10","58,855.20","56,726.70",58.65K
28-Nov-21,"57,291.50","54,758.00","57,392.30","53,448.30",49.28K
27-Nov-21,"54,765.90","53,747.20","55,280.30","53,654.30",40.71K
26-Nov-21,"53,730.90","58,937.30","59,151.10","53,533.50",104.03K
25-Nov-21,"58,935.10","57,167.10","59,387.30","57,029.80",56.79K
24-Nov-21,"57,171.70","57,559.40","57,697.40","55,910.60",56.68K
23-Nov-21,"57,573.20","56,304.80","57,855.10","55,542.50",72.48K
22-Nov-21,"56,308.80","58,719.70","59,288.30","55,656.80",76.45K
21-Nov-21,"58,714.30","59,724.00","60,002.60","58,528.30",40.98K
20-Nov-21,"59,717.60","58,080.80","59,854.60","57,435.30",44.53K
19-Nov-21,"58,083.40","56,908.30","58,335.90","55,626.30",74.44K
18-Nov-21,"56,955.30","60,368.20","60,936.90","56,524.40",100.37K
17-Nov-21,"60,367.80","60,074.20","60,814.50","58,531.90",73.93K
16-Nov-21,"60,089.10","63,605.10","63,605.60","58,655.90",115.36K
15-Nov-21,"63,597.90","65,514.90","66,311.20","63,439.50",53.53K
14-Nov-21,"65,508.20","64,397.20","65,508.20","63,608.30",33.98K
13-Nov-21,"64,398.60","64,133.30","64,906.00","63,381.40",30.34K
12-Nov-21,"64,134.50","64,782.60","65,449.70","62,309.70",63.27K
11-Nov-21,"64,806.70","64,922.80","65,583.30","64,121.90",50.37K
10-Nov-21,"64,932.60","66,942.60","68,990.60","62,951.30",96.21K
9-Nov-21,"66,904.40","67,528.70","68,493.30","66,334.90",66.13K
8-Nov-21,"67,527.90","63,276.40","67,763.30","63,276.40",81.08K
7-Nov-21,"63,273.20","61,483.80","63,273.20","61,347.20",34.34K
6-Nov-21,"61,483.90","60,973.20","61,543.20","60,093.60",34.89K
5-Nov-21,"60,974.30","61,411.50","62,560.30","60,742.40",44.46K
4-Nov-21,"61,412.60","62,915.40","63,077.60","60,742.90",49.91K
3-Nov-21,"62,918.50","63,223.50","63,508.60","60,883.00",61.05K
2-Nov-21,"63,221.70","60,912.20","64,256.40","60,651.50",65.26K
1-Nov-21,"60,915.30","61,310.10","62,430.10","59,612.70",61.21K
31-Oct-21,"61,309.60","61,842.20","62,393.70","60,005.70",50.06K
30-Oct-21,"61,840.10","62,245.00","62,338.50","60,786.00",40.51K
29-Oct-21,"62,242.80","60,579.90","62,952.20","60,322.20",63.39K
28-Oct-21,"60,582.50","58,437.20","62,251.30","58,128.10",88.47K
27-Oct-21,"58,438.10","60,312.50","61,452.90","58,112.60",88.11K
26-Oct-21,"60,310.80","63,067.50","63,275.10","59,907.30",57.13K
25-Oct-21,"63,067.00","60,864.30","63,694.80","60,655.80",51.06K
24-Oct-21,"60,866.50","61,308.20","61,469.90","59,523.70",42.67K
23-Oct-21,"61,312.50","60,693.20","61,728.70","59,738.30",37.05K
22-Oct-21,"60,690.30","62,200.80","63,699.70","60,055.70",75.69K
21-Oct-21,"62,210.20","66,004.60","66,616.90","62,092.10",105.38K
20-Oct-21,"65,979.10","64,276.90","66,967.10","63,543.70",79.87K
19-Oct-21,"64,278.50","62,030.20","64,454.00","61,451.00",80.16K
18-Oct-21,"62,056.30","61,525.80","62,623.60","60,026.90",80.15K
17-Oct-21,"61,527.50","60,865.50","61,651.40","59,143.40",53.39K
16-Oct-21,"60,861.10","61,669.20","62,329.20","60,161.90",49.93K
15-Oct-21,"61,672.50","57,348.20","62,892.80","56,874.80",121.48K
14-Oct-21,"57,345.80","57,370.40","58,506.50","56,866.80",59.84K
13-Oct-21,"57,380.10","56,014.50","57,697.40","54,314.40",73.62K
12-Oct-21,"56,015.90","57,480.60","57,635.70","54,155.40",74.85K
11-Oct-21,"57,477.30","54,686.90","57,814.10","54,457.80",73.84K
10-Oct-21,"54,687.70","54,942.50","56,432.20","54,100.80",104.43K
9-Oct-21,"54,942.50","53,924.10","55,430.80","53,711.70",64.65K
8-Oct-21,"53,914.70","53,785.50","55,977.90","53,659.30",64.05K
7-Oct-21,"53,783.90","55,325.20","55,325.60","53,476.40",75.68K
6-Oct-21,"55,323.20","51,470.00","55,676.10","50,439.50",116.26K
5-Oct-21,"51,469.30","49,229.50","51,872.40","49,060.10",76.63K
4-Oct-21,"49,227.30","48,200.40","49,481.70","46,958.60",66.92K
3-Oct-21,"48,200.10","47,665.40","49,165.20","47,123.00",42.41K
2-Oct-21,"47,666.90","48,147.20","48,306.90","47,451.70",39.82K
1-Oct-21,"48,146.00","43,824.40","48,435.20","43,292.90",94.66K
30-Sep-21,"43,823.30","41,534.50","44,101.20","41,416.70",64.32K
29-Sep-21,"41,536.80","41,023.10","42,571.20","40,815.00",48.21K
28-Sep-21,"41,022.30","42,169.90","42,758.80","40,906.40",60.01K
27-Sep-21,"42,172.60","43,200.90","44,293.20","42,143.90",54.12K
26-Sep-21,"43,203.40","42,685.80","43,907.30","40,786.60",69.91K
25-Sep-21,"42,686.80","42,818.70","42,959.30","41,714.50",46.35K
24-Sep-21,"42,819.90","44,867.40","45,112.00","40,908.50",128.88K
23-Sep-21,"44,869.20","43,550.70","44,949.80","43,090.10",74.54K
22-Sep-21,"43,551.60","40,660.80","43,976.70","40,585.70",93.98K
21-Sep-21,"40,651.30","43,012.30","43,619.30","39,646.80",142.55K
20-Sep-21,"42,870.60","47,240.80","47,323.90","42,547.10",77.96K
19-Sep-21,"47,238.70","48,299.90","48,341.90","46,866.60",41.98K
18-Sep-21,"48,306.70","47,283.90","48,761.00","47,070.50",43.64K
17-Sep-21,"47,282.80","47,748.20","48,155.90","46,788.80",50.16K
16-Sep-21,"47,748.00","48,132.30","48,480.60","47,040.30",60.91K
15-Sep-21,"48,130.60","47,070.80","48,436.50","46,743.90",63.40K
14-Sep-21,"47,077.50","44,950.20","47,247.60","44,718.70",65.33K
13-Sep-21,"44,949.50","46,060.80","46,807.70","43,463.20",96.15K
12-Sep-21,"46,062.30","45,162.60","46,386.40","44,755.20",44.52K
11-Sep-21,"45,161.90","44,844.90","45,975.60","44,766.60",41.58K
10-Sep-21,"44,842.80","46,385.90","47,021.60","44,283.60",75.62K
9-Sep-21,"46,385.60","46,057.60","47,305.70","45,609.00",73.63K
8-Sep-21,"46,061.40","46,774.10","47,316.90","44,493.70",100.48K
7-Sep-21,"46,779.60","52,674.20","52,885.30","43,072.40",187.56K
6-Sep-21,"52,672.10","51,769.40","52,726.20","51,002.80",69.46K
5-Sep-21,"51,768.60","49,918.70","51,878.20","49,492.40",57.30K
4-Sep-21,"49,918.40","49,999.30","50,534.60","49,461.40",48.14K
3-Sep-21,"49,999.00","49,269.50","51,008.80","48,377.30",88.08K
2-Sep-21,"49,274.30","48,817.80","50,355.30","48,612.90",80.21K
1-Sep-21,"48,819.40","47,129.20","49,121.00","46,533.10",74.38K
31-Aug-21,"47,130.40","46,989.10","48,217.00","46,709.30",71.48K
30-Aug-21,"46,992.70","48,777.10","48,886.00","46,876.90",61.68K
29-Aug-21,"48,777.40","48,899.70","49,621.70","47,870.10",47.62K
28-Aug-21,"48,897.10","49,062.80","49,289.40","48,428.50",36.73K
27-Aug-21,"49,064.30","46,830.20","49,142.00","46,371.50",62.47K
26-Aug-21,"46,831.60","48,994.40","49,347.80","46,360.40",73.79K
25-Aug-21,"48,994.50","47,707.40","49,230.20","47,163.30",63.54K
24-Aug-21,"47,714.70","49,532.50","49,847.40","47,623.60",74.26K
23-Aug-21,"49,539.70","49,255.40","50,498.80","49,038.60",75.37K
22-Aug-21,"49,254.50","48,870.40","49,480.30","48,151.00",49.32K
21-Aug-21,"48,875.80","49,330.00","49,719.10","48,293.50",18.20K
20-Aug-21,"49,324.00","46,756.70","49,343.30","46,646.80",83.19K
19-Aug-21,"46,755.90","44,725.90","47,012.30","43,986.70",77.92K
18-Aug-21,"44,723.80","44,691.10","46,004.90","44,230.00",22.36K
17-Aug-21,"44,691.60","45,907.50","47,140.60","44,441.30",84.14K
16-Aug-21,"45,996.30","46,991.60","48,002.40","45,672.10",2.41K
15-Aug-21,"46,991.30","47,082.60","47,344.10","45,564.10",58.11K
14-Aug-21,"47,081.50","47,809.60","48,090.90","46,117.20",64.29K
13-Aug-21,"47,809.10","44,404.00","47,836.00","44,242.40",75.27K
12-Aug-21,"44,403.40","45,562.30","46,213.80","43,814.70",81.07K
11-Aug-21,"45,564.30","45,593.20","46,736.50","45,367.90",75.43K
10-Aug-21,"45,593.80","46,281.80","46,663.40","44,681.20",80.55K
9-Aug-21,"46,284.30","43,794.90","46,460.70","42,824.10",117.08K
8-Aug-21,"43,792.80","44,584.90","45,284.10","43,314.40",105.25K
7-Aug-21,"44,614.20","42,784.70","44,697.30","42,611.00",112.84K
6-Aug-21,"42,795.40","40,868.40","43,253.40","39,905.40",111.93K
5-Aug-21,"40,867.20","39,734.40","41,366.30","37,365.40",130.60K
4-Aug-21,"39,736.90","38,188.40","39,956.50","37,556.00",79.22K
3-Aug-21,"38,130.30","39,167.40","39,766.60","37,688.20",0.26K
2-Aug-21,"39,168.40","39,869.80","40,449.00","38,692.50",74.81K
1-Aug-21,"39,878.30","41,510.00","42,565.00","39,556.50",80.33K
31-Jul-21,"41,553.70","42,201.40","42,285.30","41,066.40",44.65K
30-Jul-21,"42,203.40","40,001.10","42,264.40","38,358.40",98.45K
29-Jul-21,"40,001.40","40,009.00","40,630.70","39,340.80",75.30K
28-Jul-21,"40,003.20","39,450.40","40,862.20","38,883.80",148.92K
27-Jul-21,"39,452.00","37,294.30","39,455.90","36,427.40",100.24K
26-Jul-21,"37,276.60","35,392.30","40,522.90","35,236.70",177.63K
25-Jul-21,"35,391.10","34,392.50","35,391.10","33,881.30",65.10K
24-Jul-21,"33,824.80","33,600.50","33,955.00","33,412.90",67.14K
23-Jul-21,"33,603.30","32,297.90","33,605.60","32,041.10",66.15K
22-Jul-21,"32,298.90","32,131.70","32,585.40","31,729.40",64.87K
21-Jul-21,"32,131.40","29,794.70","32,794.60","29,519.30",118.34K
20-Jul-21,"29,793.80","30,835.40","31,040.80","29,310.20",97.46K
19-Jul-21,"30,837.20","31,782.90","31,887.00","30,478.20",77.48K
18-Jul-21,"31,785.40","31,517.90","32,408.20","31,220.60",57.01K
17-Jul-21,"31,518.60","31,384.40","31,914.80","31,207.80",58.06K
16-Jul-21,"31,394.00","31,842.30","32,239.80","31,062.20",70.48K
15-Jul-21,"31,840.50","32,820.50","33,157.00","31,175.80",76.95K
14-Jul-21,"32,820.70","32,727.80","33,051.90","31,611.20",69.56K
13-Jul-21,"32,728.10","33,106.10","33,307.70","32,259.50",60.04K
12-Jul-21,"33,113.00","34,228.30","34,598.00","32,662.80",63.24K
11-Jul-21,"34,227.70","33,510.80","34,580.60","33,319.80",35.72K
10-Jul-21,"33,510.60","33,797.70","34,221.00","33,056.80",50.94K
9-Jul-21,"33,797.40","32,866.30","34,079.20","32,367.00",67.14K
8-Jul-21,"32,866.30","33,859.40","33,923.20","32,146.90",108.09K
7-Jul-21,"33,867.80","34,228.70","35,036.60","33,801.30",72.03K
6-Jul-21,"34,225.60","33,688.50","35,062.00","33,581.70",83.63K
5-Jul-21,"33,687.80","35,297.00","35,300.50","33,164.10",88.36K
4-Jul-21,"35,298.20","34,742.80","35,957.60","34,740.10",56.13K
3-Jul-21,"34,742.80","33,814.20","34,909.80","33,363.30",55.69K
2-Jul-21,"33,813.40","33,542.20","33,925.90","32,734.60",78.93K
1-Jul-21,"33,543.60","35,030.70","35,032.70","32,839.20",27.41K
30-Jun-21,"35,026.90","35,832.60","36,089.50","34,126.60",107.07K
29-Jun-21,"35,834.70","34,477.30","36,590.30","34,247.60",97.27K
28-Jun-21,"34,475.90","34,682.20","35,231.20","33,944.90",112.00K
27-Jun-21,"34,678.50","32,247.10","34,685.50","32,041.70",148.80K
26-Jun-21,"32,243.40","31,592.10","32,643.00","30,206.90",156.67K
25-Jun-21,"31,594.00","34,660.50","35,490.90","31,337.90",193.43K
24-Jun-21,"34,665.80","33,678.10","35,249.90","32,356.70",119.25K
23-Jun-21,"33,674.30","32,498.30","34,784.30","31,736.50",173.34K
22-Jun-21,"32,496.40","31,682.70","33,272.50","28,901.80",309.65K
21-Jun-21,"31,692.00","35,597.90","35,708.40","31,284.10",256.87K
20-Jun-21,"35,595.80","35,510.90","36,097.90","33,378.00",137.48K
19-Jun-21,"35,513.40","35,770.00","36,357.30","34,845.50",105.46K
18-Jun-21,"35,749.40","38,045.50","38,166.00","35,198.50",102.84K
17-Jun-21,"38,052.00","38,337.80","39,529.90","37,425.30",109.58K
16-Jun-21,"38,336.00","40,148.10","40,494.40","38,156.40",123.52K
15-Jun-21,"40,156.10","40,522.50","41,318.00","39,589.90",117.55K
14-Jun-21,"40,529.40","39,024.10","40,970.40","38,769.90",157.35K
13-Jun-21,"39,022.90","35,467.50","39,321.60","34,827.00",123.32K
12-Jun-21,"35,467.50","37,334.40","37,437.30","34,703.30",87.73K
11-Jun-21,"37,314.60","36,654.30","37,641.10","36,003.30",109.15K
10-Jun-21,"36,649.40","37,375.20","38,340.80","35,824.00",154.32K
9-Jun-21,"37,332.20","33,385.50","37,517.60","32,428.60",209.82K
8-Jun-21,"33,382.90","33,574.60","34,047.80","31,158.10",193.54K
